出表日期,發言日期,發言時間,公司代號,公司名稱,主旨,符合條款,事實發生日,說明
"1120831","1120830","150117","6198","瑞築","更正本公司111年第2季合併財務報告附註揭露事項","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:瑞築建設股份有限公司(原名凌泰科技股份有限公司)
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:更正111年第2季合併財務報告附註揭露事項
6.更正資訊項目/報表名稱:
更正財務報告附註七、關係人交易
7.更正前金額/內容/頁次:
無揭露與合陽管理顧問(股)公司關係人間之重大交易事項
更正前頁次：第34頁
8.更正後金額/內容/頁次:
新增與合陽管理顧問(股)公司關係人間之重大交易事項說明。
新增租賃交易-承租人
  1.凌泰公司向合陽管理承租房屋及建築作為營業處所使用，租賃合約之期間為三年，
    租金每月月初收取，凌泰已將租賃期屆滿後之續租權計入租賃負債。
  2.向合陽管理顧問(股)公司取得使用權資產
    111年4月1日至6月30日 $4980千元
    110年4月1日至6月30日 $-
    111年1月1日至6月30日 $4980千元
    110年1月1日至6月30日 $-
  3.租賃負債(1)期末餘額
    110年06月30日$4844千元
    110年12月31日$-
    110年06月30日$-
  3.租賃負債(2)利息費用
    111年1月1日至06月30日$12千元
    110年1月1日至06月30日$-
  4.其他項目之預付款項
    111年06月30日$216千元
    110年12月31日$-
    110年06月30日$-
    存出保證金
    111年06月30日$483千元
    110年12月31日$-
    110年06月30日$-
  5.營業費用
    111年4月1日至6月30日$237千元
    110年4月1日至6月30日$-
    111年1月1日至6月30日$269千元
    110年1月1日至6月30日$-
上開營業費用係瑞築(原名凌泰)公司向合陽管理承租車位所產生之租金費用、水電瓦斯
及其他費用。
更正後頁次：第34頁至35頁
9.因應措施:申請更正並重新上傳XBRL及PDF財報申報至公開資訊觀測站。
10.其他應敘明事項:此次更正不影響損益。"
"1120831","1120830","150131","3508","位速","公告本公司112年07月份自結合併財務報表之流動比率、
速動比率及負債比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依證券櫃檯買賣中心之證櫃監字第1100200421號函辦理
3.財務資訊年度月份:112/07
4.自結流動比率:66.61%
5.自結速動比率:55.09%
6.自結負債比率:71.36%
7.因應措施:無
8.其他應敘明事項:無"
"1120831","1120830","150848","6761","穩得","公告本公司112年第1次股東臨時會重要決議事項","第18款","1120830","1.股東臨時會日期:112/08/30
2.重要決議事項:
(1)選舉事項：補選獨立董事一席案，票決當選名單如下：
獨立董事：曾小娟
3.其他應敘明事項:無"
"1120831","1120830","151020","6761","穩得","公告本公司112年第1次股東臨時會補選一席獨立董事","第6款","1120830","1.發生變動日期:112/08/30
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、
自然人董事或自然人監察人）:獨立董事
3.舊任者職稱及姓名:不適用
4.舊任者簡歷:不適用
5.新任者職稱及姓名:
獨立董事：曾小娟
6.新任者簡歷:
曾小娟/元大銀行總稽核
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
8.異動原因:原獨立董事於112/05/29辭任，依相關規定於112年第1次
股東臨時會補選一席獨立董事
9.新任者選任時持股數:
獨立董事：曾小娟：0股
10.原任期（例xx/xx/xx ~ xx/xx/xx）:111/06/16~114/06/15
11.新任生效日期:112/08/30
12.同任期董事變動比率:1/7
13.同任期獨立董事變動比率:1/3
14.同任期監察人變動比率:不適用
15.屬三分之一以上董事發生變動（請輸入是或否）:否
16.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):無"
"1120831","1120830","151052","6761","穩得","公告本公司審計委員會委員異動","第6款","1120830","1.發生變動日期:112/08/30
2.功能性委員會名稱:審計委員會
3.舊任者姓名:不適用
4.舊任者簡歷:不適用
5.新任者姓名:
曾小娟
6.新任者簡歷:
曾小娟/元大銀行總稽核
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:新任
8.異動原因:原審計委員於112/05/29辭任，依相關規定補行委任審計委員會委員一名
9.原任期（例xx/xx/xx ~ xx/xx/xx）:111/06/16~114/06/15
10.新任生效日期:112/08/30
11.其他應敘明事項:無"
"1120831","1120830","155044","6016","康和證","公告本公司董事會通過112年第2季合併財務報告","第31款","1120830","1.提報董事會或經董事會決議日期:112/08/30
2.審計委員會通過日期:112/08/29
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/06/30
4.1月1日累計至本期止營業收入(仟元):2,298,182
5.1月1日累計至本期止營業毛利(毛損) (仟元):不適用
6.1月1日累計至本期止營業利益(損失) (仟元):912,793
7.1月1日累計至本期止稅前淨利(淨損) (仟元):1,040,859
8.1月1日累計至本期止本期淨利(淨損) (仟元):1,054,759
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):1,052,619
10.1月1日累計至本期止基本每股盈餘(損失) (元):1.77
11.期末總資產(仟元):42,258,936
12.期末總負債(仟元):33,319,042
13.期末歸屬於母公司業主之權益(仟元):8,882,440
14.其他應敘明事項:無"
"1120831","1120830","155644","8418","捷必勝-KY","本公司董事會通過112年度第2季合併財務報告","第31款","1120830","1.提報董事會或經董事會決議日期:112/08/30
2.審計委員會通過日期:112/08/30
3.財務報告或年度自結財務資訊報導期間
起訖日期(XXX/XX/XX~XXX/XX/XX):112/01/01~112/06/30
4.1月1日累計至本期止營業收入(仟元):717,719
5.1月1日累計至本期止營業毛利(毛損) (仟元):38,071
6.1月1日累計至本期止營業利益(損失) (仟元):(77,179)
7.1月1日累計至本期止稅前淨利(淨損) (仟元):(103,795)
8.1月1日累計至本期止本期淨利(淨損) (仟元):(105,174)
9.1月1日累計至本期止歸屬於母公司業主淨利(損) (仟元):(103,819)
10.1月1日累計至本期止基本每股盈餘(損失) (元):(1.32)
11.期末總資產(仟元):2,971,544
12.期末總負債(仟元):2,239,524
13.期末歸屬於母公司業主之權益(仟元):705,256
14.其他應敘明事項:無"
"1120831","1120830","160123","8418","捷必勝-KY","依公開發行公司資金貸與及背書保證處理準則第二十五條
第一項第四款規定公告","第22款","1120830","1.事實發生日:112/08/30
2.被背書保證之:
(1)公司名稱:Antar Cranes Services Pte Ltd
(2)與提供背書保證公司之關係:
為JP Nelson Holdings間接持股100%之子公司
(3)背書保證之限額(仟元):195,969
(4)原背書保證之餘額(仟元):34,803
(5)本次新增背書保證之金額(仟元):46,404
(6)迄事實發生日止背書保證餘額(仟元):81,207
(7)被背書保證公司實際動支金額(仟元):80,442
(8)本次新增背書保證之原因:
營運資金
3.被背書保證公司提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.被背書保證公司最近期財務報表之:
(1)資本(仟元):97,042
(2)累積盈虧金額(仟元):74,496
5.解除背書保證責任之:
(1)條件:
清償借款
(2)日期:
銀行合約到期日
6.背書保證之總限額(仟元):
384,099
7.迄事實發生日為止，背書保證餘額(仟元):
338,163
8.迄事實發生日為止，A提供背書保證餘額占公開發行公司最近期財務報表淨值之
比率:
43.14
9.迄事實發生日為止，背書保證、長期投資及資金貸與餘額合計數達該公開發行公
司最近期財務報表淨值之比率:
94.27
10.其他應敘明事項:
無"
"1120831","1120830","160217","8418","捷必勝-KY","公告本公司112年7月份自結合併財務報表之流動比率、速動比率
及負債比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依據櫃買中心107/11/19證櫃監字第1070210237號函辦理。
3.財務資訊年度月份:112/07
4.自結流動比率:72.96%
5.自結速動比率:44.93%
6.自結負債比率:76.52%
7.因應措施:無
8.其他應敘明事項:無"
"1120831","1120830","160630","9950","萬國通","公告本公司112年07月自結合併財務報表之流動比率、速動比率
及負債比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依櫃檯買賣中心104/05/22證櫃監字第1040200485號函規定辦理
3.財務資訊年度月份:112/07
4.自結流動比率:134.44%
5.自結速動比率:87.78%
6.自結負債比率:72.25%
7.因應措施:不適用
8.其他應敘明事項:無"
"1120831","1120830","162026","4109","加捷生醫","公告本公司獨立董事辭任","第6款","1120830","1.發生變動日期:112/08/30
2.選任或變動人員別（請輸入法人董事、法人監察人、獨立董事、
自然人董事或自然人監察人）:獨立董事
3.舊任者職稱及姓名:洪仁杰獨立董事
4.舊任者簡歷:本公司獨立董事
5.新任者職稱及姓名:不適用
6.新任者簡歷:不適用
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
8.異動原因:辭職
9.新任者選任時持股數:不適用
10.原任期（例xx/xx/xx ~ xx/xx/xx）:112/06/13~115/06/12
11.新任生效日期:不適用
12.同任期董事變動比率:1/9
13.同任期獨立董事變動比率:1/3
14.同任期監察人變動比率:不適用
15.屬三分之一以上董事發生變動（請輸入是或否）:否
16.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第6款所定
對股東權益或證券價格有重大影響之事項):
本公司將於最近一次股東會補選獨立董事。"
"1120831","1120830","162109","4109","加捷生醫","公告本公司獨立董事辭任審計委員會暨薪資報酬委員會委會之職務","第6款","1120830","1.發生變動日期:112/08/30
2.功能性委員會名稱:審計委員會及薪資報酬委員會
3.舊任者姓名:洪仁杰
4.舊任者簡歷:本公司獨立董事
5.新任者姓名:不適用
6.新任者簡歷:不適用
7.異動情形（請輸入「辭職」、「解任」、「任期屆滿」、「逝世」或「新任」）:辭職
8.異動原因:辭職
9.原任期（例xx/xx/xx ~ xx/xx/xx）:112/06/13~115/06/12
10.新任生效日期:不適用
11.其他應敘明事項:無。"
"1120831","1120830","162416","6016","康和證","公告取得非簽證會計師出具內部控制制度專案審查報告","第29款","1120830","1.取得會計師「內部控制專案審查報告」日期:112/08/30
2.委請會計師執行內部控制專案審查日期:112/02/01~112/04/30
3.委請會計師執行內部控制專案審查之緣由:依據金融監督管理委員會112/3/2金管證券罰
字第1120380875號裁處書辦理。
4.申報公告「內部控制專案審查報告」內容之日期:112/08/30
5.意見類型:內部控制制度之設計及執行，在所有重大方面可維持有效性。
6.其他應敘明事項(內部控制專案審查報告全文請至公開資訊觀測站查閱，路徑為：公司
治理/內部控制專區/內部控制審查報告):
https://mops.twse.com.tw/mops/web/t06hsg20"
"1120831","1120830","163710","6804","明係","(補充說明)公告本公司112年現金增資全體董事放棄認購股數
達得認購股數二分之一以上，並洽特定人認購事宜","第45款","1120830","1.事實發生日:112/08/30
2.董監事放棄認購原因:財務規劃
3.董監事姓名、放棄認購股數及其占得認購股數之比率:
董事/明郁投資股份有限公司：放棄認購股數399,600股；佔得認購股數比率100%
董事/華星投資股份有限公司：放棄認購股數122,163股；佔得認購股數比率100%
4.特定人姓名及其認購股數:(補充)
詹議鴻 認購 50,000股
徐世倫 認購 50,000股
趙育湘 認購 70,000股
吳佩蓉 認購100,000股
楊秋華 認購 70,000股
林家緯 認購200,000股
5.其他應敘明事項:補充說明112年08月21日發布之重大訊息。"
"1120831","1120830","163751","6733","博晟生醫","代合併報表子公司 Osteopharma Inc.公告產品骨生長因子
(OIF)於骨折不癒合之第二期臨床試驗報告數據結果","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:Osteopharma Inc.
3.與公司關係(請輸入本公司或子公司):本公司博晟生醫為
Osteopharma Inc.之合併母公司
4.相互持股比例:本公司持有子公司Osteopharma Inc.股權46.73%
5.發生緣由:
一、研發中技術名稱：骨生長因子(OIF, Osteo-Inductive
　  Factor)
二、研發中技術用途：誘導骨幹細胞分化，促進骨細胞形成
三、臨床試驗介紹：
(一) 試驗階段分級：第一/二期人體臨床試驗
(二) 適應症：骨折不癒合(Non-union)
四、臨床試驗結果：
(一)OIF臨床試驗結果摘要:第二期臨床試驗包含評估
　　1.接受治療之安全性
　　2.手術後9個月時根據X光檢查評估骨頭是否癒合
　　3.手術後9個月時是否恢復患肢功能
(二)安全性指標：
　　未觀察到與試驗藥物(骨生長因子,OIF)或研究設備相關的不良
    事件。
　　此外，植入試驗藥物的部位及其周圍部位均未觀察到異常現象。
(三)療效性指標：
　　1.影像學分析：原本無法骨癒合的受試者，於接受OIF手術後
      9個月的X光影像顯示，87.5%受試者可達到骨癒合的效果，
      12.5%受試者因觀察範圍受限制故無法判定。
　　2.功能性分析：受試者中有62.5%在手術後9個月運動或荷重時
      無疼痛感，另外37.5%有輕微疼痛感。
　　3.手術成功率為100%，患者無需再進行額外手術。
五、下一階段事項：Osteopharma Inc.將提供臨床試驗報告
(Clinical study report, CSR)予Fujimoto Pharmaceutical Corp.
，並由該公司向日本醫藥品醫療機器綜合機構(PMDA)申請結案報告
備查。
六、市場現況：不適用。
6.因應措施:
發佈重大訊息。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第9款所定
對股東權益或證券價格有重大影響之事項):
一、依據財團法人中華民國證券櫃檯買賣中心之「上(興)櫃公司重大
    訊息發布應注意事項參考問答集」規範：「新藥研發公司向國內
    外目的事業主管機關申請進行臨床試驗及確知前開機關同意與否
    、取得新藥各期人體臨床試驗 (含期中分析)評估指標之統計結
    果與藥證核發與否之證明時，即時發布重大訊息。」
二、上述內容為臨床試驗結案報告(CSR)的初稿，最終備查的臨床試
    驗報告(CSR)內容將以PMDA收件版本為準。
三、新藥開發時程長、投入經費高且並未保證一定能成功，此等可能
    使投資面臨風險，投資人應審慎判斷謹慎投資。"
"1120831","1120830","163752","6804","明係","本公司112年度現金增資收足股款暨增資基準日公告","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:明係事業股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:依據「發行人募集與發行有價證券處理準則」規定辦理。
(1)本公司112年度現金增資發行新股5,000,000股，每股發行價格新台幣53元，實收股款
總額新台幣265,000,000元，業已全數收足。
(2)現金增資基準日：112年08月30日。
(3)預定股款繳納憑證上櫃日期:112年09月04日。
6.因應措施:無。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第9款所定
對股東權益或證券價格有重大影響之事項):無。"
"1120831","1120830","164530","3516","亞帝歐","公告本公司內部稽核主管異動","第8款","1120830","1.人員變動別（請輸入發言人、代理發言人、重要營運主管
(如:執行長、營運長、行銷長及策略長等)、財務主管、會計
主管、公司治理主管、資訊安全長、研發主管、內部稽核主管或訴訟及非
訟代理人）:內部稽核主管
2.發生變動日期:112/08/30
3.舊任者姓名、級職及簡歷:卓沛琪/稽核主管
4.新任者姓名、級職及簡歷:遺缺待補
5.異動情形（請輸入「辭職」、「職務調整」、「資遣」、
「退休」、「死亡」、「新任」或「解任」）:辭職
6.異動原因:個人職涯規劃
7.生效日期:112/09/28
8.其他應敘明事項:
新任內部稽核主管於董事會任命後另行公告。"
"1120831","1120830","165028","6190","萬泰科","公告本公司更換股務代理機構業經臺灣集中保管結算所函覆
准予備查","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:萬泰科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:本公司股務自112年11月1日起改委由中國信託商業銀行代理，業已
經臺灣集中保管結算所112年8月29日保結稽字第1120018540號函覆准予備查。
6.因應措施:本公司股務作業自112年11月1日起委由中國信託商業銀行代理，
凡本公司股東自上開日期起洽辦股票過戶、領息或配股、變更地址、股票辦理
掛失、質權設定或撤銷、印鑑變更或掛失、以及其他有關股務作業事宜，敬請
親臨或郵寄至台北市100中正區重慶南路一段八十三號五樓中國信託商業銀行　
代理部辦理，電話：02-6636-5566
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第9款所定
對股東權益或證券價格有重大影響之事項):無"
"1120831","1120830","170954","8927","北基","本公司可轉換公司債北基五(代號：89275)近期達公布注意交易
資訊標準，故公告相關訊息，以利投資人區別瞭解。","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依櫃買中心通知辦理。
3.財務業務資訊:北基五(89275)可轉債相關資訊。
到期日期:114/12/23
實際發行總額:600,000,000
本月發行餘額:21,700,000 (截至112/08/30)
最新轉(交)換價格:15.59
轉換標的收市價格(8927):63.8 (112/08/30)
轉債收市價格(89275):407(112/08/30)
4.有無「財團法人中華民國證券櫃檯買賣中心對有價證券上櫃公司
重大訊息之查證暨公開處理程序 」第4條所列重大訊息之情事（如
「有」，請說明）:無。
5.有無「財團法人中華民國證券櫃檯買賣中心對有價證券上櫃公司
重大訊息之查證暨公開處理程序」第11條所列重大訊息說明記者會
之情事:無。
6.其他應敘明事項:無。"
"1120831","1120830","171205","3529","力旺","本公司受邀參加HSBC舉辦之法人說明會","第12款","1120831","符合條款第四條第XX款：12
事實發生日：112/08/31
1.召開法人說明會之日期：112/08/31
2.召開法人說明會之時間：11 時 00 分 
3.召開法人說明會之地點：台北君悅
4.法人說明會擇要訊息：本公司受邀參加HSBC舉辦之Taiwan Executive Forum，說明本公司財務及業務相關資訊。
5.其他應敘明事項：會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","171224","3529","力旺","本公司受邀參加凱基證券舉辦之線上法人說明會","第12款","1120901","符合條款第四條第XX款：12
事實發生日：112/09/01
1.召開法人說明會之日期：112/09/01
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：Conference call
4.法人說明會擇要訊息：本公司受邀參加凱基證券舉辦之線上法人說明會，說明本公司財務及業務相關資訊。
5.其他應敘明事項：會議簡報等資料將依規定於期限前揭露於公開資訊觀測站。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","172359","4950","牧東","公告本公司法人董事改派代表人","第6款","1120830","1.發生變動日期:112/08/30
2.法人名稱:國巨全球有限公司
3.舊任者姓名:胡朝惟
4.舊任者簡歷:牧東光電股份有限公司董事
5.新任者姓名:陳珍琪
6.新任者簡歷:國巨全球有限公司董事長
7.異動原因:法人董事改派代表人
8.原任期（例xx/xx/xx至xx/xx/xx）:110/09/29至113/09/28
9.新任生效日期:112/08/30
10.其他應敘明事項:無"
"1120831","1120830","172833","6219","富旺","公告本公司112年7月份自結合併財務報表相關資訊","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依據財團法人中華民國證券櫃檯買賣中心證櫃監字第1060201280號函辦理
3.財務資訊年度月份:112/07
4.自結流動比率:107%
5.自結速動比率:15%
6.自結負債比率:85%
7.因應措施:不適用。
8.其他應敘明事項:無。"
"1120831","1120830","173710","4419","元勝","公告本公司112年第1次股東臨時會重要決議事項","第18款","1120830","1.股東臨時會日期:112/08/30
2.重要決議事項:
(1)通過修訂「公司章程」部分條文案。
(2)通過私募普通股現金增資案。
3.其他應敘明事項:無。"
"1120831","1120830","173716","8349","恒耀國際","公告本公司112年07月底之自行結算合併財務報表
負債比率、流動比率及速動比率","第53款","1120830","1.事實發生日:112/08/30
2.發生緣由:依證櫃監字第1070210238號函要求辦理公告
3.財務資訊年度月份:112/07
4.自結流動比率:120.98%
5.自結速動比率:63.52%
6.自結負債比率:68.07%
7.因應措施:無
8.其他應敘明事項:無"
"1120831","1120830","174049","8476","台境","公告最高法院駁回中華全球石油股份有限公司之上訴，本公司
已於今日收到訴訟勝訴之款項151,707仟元。","第2款","1120818","1.法律事件之當事人:
   一、上訴人:中華全球石油股份有限公司(下稱”中華全球公司”)
   二、被上訴人: 本公司
2.法律事件之法院名稱或處分機關:最高法院
3.法律事件之相關文書案號:112年度台上字第1579號
4.事實發生日:112/08/18
5.發生原委(含爭訟標的):
本公司與中華全球公司因台中市梧棲區港口段335-18部分地號整治統包工程合約
執行產生爭議，經多次協商未果，本公司遂於109年2月5日向中華民國仲裁協會
提請本案仲裁聲請，請求中華全球公司給付契約工程款、追加工程款及逾期工程
款利息滯納金等，並於110年5月21日發布重大訊息說明仲裁結果。
6.處理過程:
本案立案後，於109年6月3日組成仲裁庭，歷經中華全球公司聲請停止仲裁及提出反請
求及本公司擴張請求等程序，於110年5月18日作成仲裁判斷書，新北地方法院於
110年6月30日核發准予強制執行裁定，惟中華全球公司復提出撤銷仲裁判斷之訴並聲請
停止執行。本公司於112年8月18日收到最高法院三審判決主文，中華全球公司上訴為
無理由，維持原仲裁結論，本公司隨即與中華全球公司聯繫相關事宜，並於112年
8月30日收到訴求之款項合計新台幣151,707仟元，明細如下:
一、工程款:127,807仟元
二、利息: 23,160仟元
三、仲裁費用:735仟元
四、聲請程序費用:5仟元
7.對公司財務業務影響及預估影響金額:
一、本公司歷年來已依據雙方協商及各審判決結果調整財務報表，故對本年度
    財務報表尚無重大影響。
二、本案歷經多年爭訟，對本公司業務尚無重大影響。
8.因應措施及改善情形:無。
9.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第2款所定對
股東權益或證券價格有重大影響之事項):無。"
"1120831","1120830","174602","8068","全達","本公司法人董事代表人異動","第6款","1120830","1.發生變動日期:112/08/30
2.法人名稱:藍境有限公司
3.舊任者姓名:皇甫青
4.舊任者簡歷:全達國際(股)公司法務處協理
5.新任者姓名:陳懿芳
6.新任者簡歷:大宇資訊(股)公司人事處協理
7.異動原因:法人董事改派代表人
8.原任期（例xx/xx/xx至xx/xx/xx）:112/06/19~115/06/18
9.新任生效日期:112/08/30
10.其他應敘明事項:無"
"1120831","1120830","175026","5312","寶島科","公告本公司受邀參加永豐金證券舉辦之法人說明會","第12款","1120831","符合條款第四條第XX款：12
事實發生日：112/08/31
1.召開法人說明會之日期：112/08/31
2.召開法人說明會之時間：15 時 00 分 
3.召開法人說明會之地點：台北市中正區重慶南路一段2號19樓1901會議室
4.法人說明會擇要訊息：本公司受邀參加永豐金證券舉辦之法人說明會，說明112年第二季財務業務相關資訊。
5.其他應敘明事項：會議簡報資料依規定揭露於公開資訊觀測站。
完整財務業務資訊請至公開資訊觀測站之法人說明會一覽表或法說會項目下查閱。"
"1120831","1120830","175438","3466","德晉","公告本公司更名並換發股票等相關事宜","第53款","1120830","1.事實發生日:112/08/30
2.公司名稱:德晉科技股份有限公司
3.與公司關係(請輸入本公司或子公司):本公司
4.相互持股比例:不適用
5.發生緣由:(一)本公司更名為「德晉科技股份有限公司」乙案，業經本公司112年6
月12日股東常會決議通過辦理，並經經濟部112年7月11日經授商字
第11230120010號函核准變更登記在案，本公司名稱由「致振企業股
份有限公司」更名為「德晉科技股份有限公司」。公司股票簡稱由
「致振」更名為「德晉」，股票代號未變動仍為「3466」。
(二)本公司112年8月10日董事會決議，擬訂定112年9月25日為換股基
準日，辦理新股票換發作業。
(三)本公司依法換發本公司發行普通股股票，其換發計畫業經財團法人
中華民國證券櫃檯買賣中心民國112年8月21號證櫃監字第1120009357號函
核准在案。
6.因應措施:
一、換發有價證券名稱：股票原名「致振企業股份有限公司」更名為「德
晉科技股份有限公司」，上櫃股票代號未變動，仍為「3466」。
二、更名換票後資本股數及總額：更名換票後實收股數為普通股61,200,573
股。每股面額為新台幣壹拾元，共計新台幣612,005,730 元。
三、更名換票比率：本次更名換發新股票，按更名換票基準日之股東名
簿記載各股東持有股份，每1股換發1股，即換發比例1：1。
四、本次全面換發之有價證券均採無實體發行，新發行之股票將委託
臺灣集中保管結算所採無實體方式帳簿劃撥登錄及交付。
五、預訂更名換發股票時程如下：
(一)舊股票最後過戶日：112年9月20日。
(二)舊股票停止過戶期間：112年9月21日至112年9月25日。
(三)更名換票基準日：112年9月25日。
(四)新股票上櫃買賣日期暨舊股票停止上櫃買賣日期：112年9月26日。
(五)自新股票上市買賣之日起，舊股票不得作為買賣交割之標的，本
次換發新股票(採無實體方式)其權利義務與舊股票相同。
六、換發程序及手續：
(一)本公司已採無實體發行有價證券，屆時不再發行實體股票，故請
尚未在證券商處開設集保帳戶之股東，務必儘速至往來證券商開立
集保帳戶，以利辦理換發作業。
(二)已過戶舊股票換發：於停止過戶日前持有現股之舊股票且已辦妥
過戶者(未過戶者請其儘速辦理過戶)，請備妥(1)舊股票(2)留存印鑑(3)集保
帳戶等至本公司股務代理機構辦理無實體登錄或集保帳簿劃撥。
(三)未過戶舊股票換發：於停止過戶日前持有現股之舊股票未能辦妥
過戶及換發者，須俟新股換發日(112年9月26日)後，股東持現股之舊股票
及其轉讓過戶通知書、買進報告書或交易稅單、股票領回號碼清單
及身份證正反面影本、印鑑章至本公司股務代理機構辦理。
(四)原已送存證券集保帳戶之股票，由臺灣集中保管結算所股份有限
公司於新股上櫃買賣日統一換發為無實體之新股上櫃買賣，不需辦
理任何手續。
(五)本公司股務代理機構: 兆豐證券股份有限公司股務代理部
(地址：100台北市忠孝東路二段95號1樓；電話：02-33930898)。
7.其他應敘明事項(若事件發生或決議之主體係屬公開發行以上公司，
本則重大訊息同時符合證券交易法施行細則第7條第9款所定
對股東權益或證券價格有重大影響之事項):
(一)本公司換股作業計畫書，業經財團法人中華民國證券櫃檯買賣中
心核定，後續作業內容或相關日程如經主管機關核示或依實際需要必
須變更時，授權董事長全權處理之，並將另行公告更正。
(二)其他未盡事宜，依公司法及其他法令規定辦理。"
"1120831","1120830","180130","3211","順達","代重要子公司順達科技(香港)股份有限公司公告董事會
決議股利分派","第14款","1120830","1.董事會決議日期:112/08/30
2.發放股利種類及金額:現金股利美金9,466仟元
3.其他應敘明事項:無"
"1120831","1120830","180149","3211","順達","代重要子公司Dynapack Technologies (Cayman)
Corporation 公告董事會決議股利分派","第14款","1120830","1.董事會決議日期:112/08/30
2.發放股利種類及金額:現金股利美金9,466仟元
3.其他應敘明事項:無"
"1120831","1120830","180238","6275","元山","代重要子公司Yen Sun Technology (BVI) Corp.公告
新增資金貸與金額達新台幣一千萬元以上且達該公開發
行公司最近期財務報表淨值百分之二以上","第23款","1120830","1.事實發生日:112/08/30
2.接受資金貸與之:
(1)公司名稱:上海元山電器工業有限公司
(2)與資金貸與他人公司之關係:
本集團間接持股100%之被投資公司。
(3)資金貸與之限額(仟元):490,308
(4)原資金貸與之餘額(仟元):0
(5)本次新增資金貸與之金額(仟元):109,770
(6)是否為董事會授權董事長對同一貸與對象分次撥貸或循環動用之資金貸與:否
(7)迄事實發生日止資金貸與餘額(仟元):109,770
(8)本次新增資金貸與之原因:
本公司財務及業務需要
3.接受資金貸與公司所提供擔保品之:
(1)內容:
無
(2)價值(仟元):0
4.接受資金貸與公司最近期財務報表之:
(1)資本(仟元):280,680
(2)累積盈虧金額(仟元):-394,786
5.計息方式:
免計利息。
6.還款之:
(1)條件:
到期償還。
(2)日期:
到期償還。
7.迄事實發生日為止，資金貸與餘額(仟元):
109,770
8.迄事實發生日為止，資金貸與餘額占公開發行公司最近期財務報表淨值之比率:
8.96
9.公司貸與他人資金之來源:
子公司本身
10.其他應敘明事項:
無。"
